,name,review,index
110,"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",I've been using it since I have my newborn and it's a great way to keeping track of baby&#34;s schedule,110
111,"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book","I used a tracker with my first son - but I didn't so much need to with my second.  This tracker though, is laid out very well and keeps things pretty organized.  My only complaint is that it is not a full year tracker - I did the whole first year with my first son which is nice to refer back to.  I would recommend this book, but if you're interested in tracking the whole first year you will need to buy 3 (they run 4 months long).",111
112,"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book","This is the best way to keep track of when your baby eats, sleeps, poops, gets a bath, etc. It's also a great way to keep track of which side baby nursed on. I took this to all infant doc appt. And it's a great gift!",112
113,"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book","I rarely write a review however, this journal has been a lifesaver.  Sleep deprivation can compromise anyones ability to recall feeding and napping times, which breast was last used, soiled diapers, etc.. I even sleep with my journal to keep it close by so I can document around the clock.  The layout of this journal is very simple and easy to use at a quick glance.  I understand there are phone apps that do the same thing however, I chose this journal to allow my husband and nanny to have access to the information.  A must have and will make a great gift.",113
114,"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",I received this at my baby shower and it has been a wonderful gift. I had no idea when I received it what fun it would be to record all this information. I have done this for 2 children now and only wish I would have had it for my first 2 kids.,114
115,"Large Jungle Animals (Panda, Lion, Elephant, Gorilla) - 3D Wall Murals for Baby Nursery and Kids Rooms - Made in USA",I ordered these for my 7 month old sons play area.  They are very cool.  I love the fact that they can be removed from the wall and moved to a room or house if needed.  I would get these instead of wall decals because they are 1. easier to put up and 2. can be moved without ruining them.  It makes his play area look really cool!,115
116,Edu-Petit Happy Jungle Day Finger Puppet Book Developmental Toy,My 2 year old grandson got it for Christmas and he loves when his Mommy reads it to him.  Good quality and very well made.  Other positive reviews directed me to buy it.,116
117,Edu-Petit Teddy Bobo's Big Learning Book Developmental Toy,"I bought this for my 17 month old son as a form of quiet, in-crib entertainment when he wakes up at 5am. So far, he likes it a lot... even got an ""ooooooh"" when I first handed it to him.",117
118,Modern House Thomas Train and Friends removable Vinyl Mural Art Wall Sticker Decal,"i hung these over my sond headboard in his thomas themed room, they havent fallen off the wall, applied a week ago so maybe they will be okay but they seemed kinda cheaply made. they do look good and as i said they havent fallen down, if they do i will be sure to revise my review to avoid anyone else making my mistake.",118
119,Modern House White Plum Blossom with Green Birds Vinyl Mural Art Wall Sticker Decal,"a little difficult if you dont know how you want it to be placed on your wall, so be creative, it comes off easily so you can play around with it.. the result looks beautiful. very peaceful.",119
120,Modern House Giraffe Children Height Measurement Growth Chart Vinyl Mural Art Wall Sticker Decal,"It is now haning in my granddaughters bedroom. I did think it was larger though, but still happy with my choice.",120
121,Modern House Trailing Cherry Blossom Vinyl Mural Art Wall Sticker Decal,well its not as big as it looks in the picture but it is awfully cute looking. actually is only about one foot tall.,121
122,Modern House Trailing Cherry Blossom Vinyl Mural Art Wall Sticker Decal,I haven't put these up yet but I was disappointed in the color of the flowers. They look more purple than pink.,122
123,Modern House Safari Animal Family removable Vinyl Mural Art Wall Sticker Decal,"the instructions were really clear, howerver the next day the decals started coming off because my wall has ridges on it soooo. I added a little dab of crazy glue and walah! it's up.",123
124,Modern House Safari Animal Family removable Vinyl Mural Art Wall Sticker Decal,The designs were cut and easy to apply. There was no sticky residue when we peeled it off to readjust and it was to redo the adjustment again and again. It was also just sticky enough to stick to the wall while not too sticky enough to peel the paint off. We like it.,124
125,Modern House Angry Bird I removable Vinyl Mural Art Wall Sticker Decal,"Grandchildren opened these before they got home and stuck them to everything in my house, even themselves. Hope they will still stick on wall when they get home.",125
126,Neurosmith - Music Blocks with Mozart Music Cartridge,My daughter started playing with her Music Blocks set when she was just a few months old.  She spent hours entertaining herself.  She is now 18 months old and still loves this toy.  Now she understands how to arrange the blocks and has great fun making new musical patterns.  I highly recommend the Jumpin' Jive Jazz cartridge -- it's her favorite -- and the Bach cartridge when you want calmer music.,126
127,Neurosmith - Music Blocks with Mozart Music Cartridge,"It takes a youthful spirit of inquiry and fascination to play with blocks and pre-programmed music. Anyone too old to play with blocks (or to young to play with them again) may back off. But they're missing a revolution in interactive toys. Each colored block represents part of a musical score, and each side on the block represents one way of delivering that piece, such as horn, violin, or voice. Turning and swapping blocks thus generates changes in the music played, with incredible variety. You (and, oh yes, the child too) will run out of steam long before you run out of interest. And the use of additional block sets expands the use and interest even more. Bravo!!",127
128,Neurosmith - Music Blocks with Mozart Music Cartridge,This was one of my favorite toys-but beware if you buy this I went through 3 of these- and the company no longer exists-so if there is a problem with it-you are out of luck,128
129,Neurosmith - Music Blocks with Mozart Music Cartridge,"Our whole family loved the Mozart music blocks. I even bought another &quot;disk&quot; of music. Unfortunately, it was a constant challenge to keep the kids from destroying the delicate &quot;chip&quot; that was easily accessible. Finally it broke and I felt it was too expensive to replace. I feel that a toy at this price should be more durable. My suggestion would be to hide the &quot;plug in chip&quot; so that the kids aren't attracted to it. We have a 3-year old and a one-year old. The toy lasted about 6 months.",129
130,Neurosmith - Music Blocks with Mozart Music Cartridge,"This is an interesting and educational toy.  I got it for my 2 year old, and while she loved mixing up the blocks, she also loved pulling out the cartridge and couldn't put it back in.  That means I had to go put the cartridge back every 5 minutes.  If the cartridge were placed on the side or back, I don't think the littler ones would be so inclined to pull it...out of sight out of mind.",130
131,Neurosmith - Music Blocks with Mozart Music Cartridge,"Great idea, but the toy IS NOT durable.  After returning one toy for not working, another one has broken.  What a disappointment!!  And the customer service is non-existant and when it is, they are rude!!!! Someone let me know when the class-action lawsuit will occur.",131
132,Neurosmith - Music Blocks with Mozart Music Cartridge,I bought this 18 months ago for my 6 year old and 2 year old.  They both loved it.  I bought additional cartridges then it stopped working.  We replaced the batteries twice and it still does not work.  It was expensive for a toy that did not last very long.,132
133,Neurosmith - Music Blocks with Mozart Music Cartridge,"I spent [a lot of money] when this thing first came out, and it worked TERRIBLY!  I sent it back to the company because it was defective and wouln't shut up.  They sent me another one.  It worked very inconsistently.  When I called the manufacturer I was told ""Well, it's a very sensitve computer, you can't just let them toss it around, that must be why you're having trouble""  Actually, I was having my 2 year sit in his high chair while I supervised him, and he was not doing anything to it.  I mean, it says it's for 2 year olds on the box....  Anyway, I returned it and got my money.  SAve your money for real music lessons.",133
134,Neurosmith - Music Blocks with Mozart Music Cartridge,Recently I have purchased the musical mozart blocks set for my two and a half year old daughter at a toys r us department store near me as a Christmas gift for her this year and they had one of the toys out on display. She loved the toy and it is very educational. I had a hard time leaving the store because she wanted to continue to play with it although she is young enough that even though she was with me while I purchased her toys for Christmas this year that she had completely forgotten about it and that I haought this toy for her. My only complaint is that I had to pay [$$$] for this toy and they had told me that the sale on the toy had ended yesterday but this toy I knew was still available online here for [$$$] which is a really good price and I do not think it is right for them to sell it for the other price when it can be bought cheaper. Anyways I liked the toy alot and my daughter did too and that is why I purchased the toy even at the price I  had to pay for it. I think it will get a lot of use out of it and so will my 8 month old daughter when she is old enough as well.,134
135,"Milestones, Kids' Step Stone Kit",Product was very easy to use.  I helped my son (16 months at the time) make a stepping stone for Father's Day.  He put the stones in himself and it turned out really cute.,135
136,Sesame Street Baby Purse Playset,"My girls love this Sesame Street purse! There are 5 items that can be placed inside of the purse. They use it when they pretend to go shopping around the house. It was a little tricky for my 18 month old to figure out how to open it but she eventually learned. The bright colors, durable design and sweet Sesame Street character faces make it such a fun purchase!",136
137,my first fish bowl by lamaze / learning curve,"I bought this for my son when he was 4 months old.  He loves all the little animals, but even now at 8 months, he doesn't seem interested in putting them in the fish bowl.  However, he will take them out if they are in there.  My son is very active, so maybe that's contributing to why he doesn't really use the bowl...",137
138,my first fish bowl by lamaze / learning curve,I purchased this item for my son and its going to be returned the star fish he cant hold on to the fish the only thing he can hold on to was the crab and he liked that because it crinkled.. This is not Our favorite Lamaze toy and it will be going back to the store..,138
139,my first fish bowl by lamaze / learning curve,"My one-year-old baby loves this toy!  She loves to take the fish in and out, and watch through the transparent sides as she takes them in and out.  She loves to play peek-a-boo through the sides.  She loves to shake/squeeze each fish to hear its noise.  Downside: the fish are easy to misplace, so keeping all four together is a challenge.",139
140,my first fish bowl by lamaze / learning curve,"I bought this toy to help stimulate my eight-month-old's development. When I got it in the mail, I immediately opened it and gave it to her. She has been playing with it since. Her favorite is the crinkle crab because she can make him make noise. She is fascinated by the others. She very quickly learned how to take them out and put them back into the bowl. She has had no difficulty in doing that. Great item, worth the money!! And it is so fun to watch!!",140
141,my first fish bowl by lamaze / learning curve,"Everyone knows nap time can be difficult, my daughter fights it everyday, sometimes she'll even jump around and hit the sides of her crib. We decided putting some of those cribside toys made of hard plastic was unrealistic at this point, however I saw this and got it right away.Although we had tried stuffed animals and other soft toys this works he best. It's a lot more interactive compared with just hugging her teddy bear. Everyday she plays with it, it also occupies her in the morning when she first wakes. I walk into her room and there she is holding her fishy. Plus if she rolls on it during the night there's no chance of hurting herself. She loves it.Great value! Something a little different.",141
142,my first fish bowl by lamaze / learning curve,This is a very good toy that helps manual dexterity and the ability to recognize figures behind the clear plastic. My baby girl especially loves the crinkle crab and the clam !,142
143,my first fish bowl by lamaze / learning curve,We first bought this toy for our oldest child when she was just beginning to sit up and play with toys.  She would sit in her crib and play for a hour or more just putting the sea creatures in and out.  It gave Mommy shower and make-up time!  We believe she loved the clear plastic on the bowl and the shape and feel of the pieces.  We had the same experience with daughter #2.  We have bought this several times for other new parents.  Our girls have also received similar toys (not Lamaze) ex: a cookie jar and have not enjoyed it anywhere near as much.  A little toy with big entertainment value!,143
144,my first fish bowl by lamaze / learning curve,"I saw this toy before I was pregnant and though it was so cute!So after I had my daughter, I had the best excuse to buy it!!!She loves it.  I bought it for her when she was about 3 months old.  She'd chew on the little clam.  Now she uses it to learn that they make noise, and she can put them in and take them out of the bowl.It's worth the money.  Cute, educational, (quiet.. heh), and durable.",144
145,my first fish bowl by lamaze / learning curve,"We received this as a present for our 6 month old.  I don't really think she's old enough to put the individual toys in the fishbowl, but she sure loves playing with them!  I've noticed that she likes &quot;crinkly&quot; toys, so she loves the crab.  So far, it has kept her very entertained.  I really like Lamaze products so far",145
146,my first fish bowl by lamaze / learning curve,"I bought this toy for my baby and for friends' babies as well. The babies really love the faces on the toys and get a kick out of the different sounds each one makes. They enjoy looking at them through the clear plastic and taking them out and putting them back in over and over. Most kids seem fascinated by ocean creatures anyway, so I think it's bound to be a guaranteed &quot;hit&quot; for any child. My 2 1/2 year old still loves to play with the crab!",146
147,my first fish bowl by lamaze / learning curve,"This toy was given to my son by his grandmother.  I saw Lamaze and immediately thought it would be a great toy.  Not the case.My son received this fish bowl when he was about 4 months old.  He is now 9 months.  He chews on the crab for hours, but other than that not much else.  I feel that this is an expensive teething toy.I like the variety of color and the different textures of fabric the toy offers.",147
148,my first fish bowl by lamaze / learning curve,"I bought this for my son when he was 6mos.  He LOVED it!  What great little teethers each of the sea creatures make.  However, 1.5mos down the road, he totally ignored it.  It was beyond his developmental path.  Cute toy, but I'm not sure it's worth it.",148
149,Pedal Farm Tractor,"We chose this tractor and trailer for a family gift for our two-year-old son and he loves it!  Visiting friends love it, too.  We looked at several others, but this one seemed to be the safest and most durable.  He cannot pedal the tractor yet, but loves to push it around or be pushed while sitting on it and will soon grow to it (he is tall).  The trailer is a great addition and our son loves to fill it with toys (or his little brother!).  The only negative is that the ""hitch"" for the trailer does not lock in place and can be turned causing the trailer to come off at bad times, but we would still recommend it.  The assembly was easy and our little farmer has been thrilled!",149
150,Pedal Farm Tractor,I bought this for my son when he was 3 years old.  He is now 8 and handed it down to my younger son when he turned 2.  After 5 years of rough and tough riding it is just now starting to break down.  This has been an awesome toy.  We also purchased the trailer and the boys have loved them both.  I think it would have lasted even longer if my 8 year old would have stayed off of it after he had outgrown it.  Anyway the only thing you need to keep in mind is that there is no brake so be careful on hills.,150
151,Pedal Farm Tractor,"We bought this tractor to accompany the trailer.  Our grandsons are big into farm stuff and love to load up the trailer and pretend they are working """"on the farm.""""  It is best for those old enough to reach the pedals (age 3 and up?).  It is very sturdy and durable.  Great toy for those busy toddlers and preschoolers.  Worth every penny it cost!",151
152,Pedal Farm Tractor,"We bought this tractor for our 2 and a half-year-old son, and he is able to pedal and manuever this vehicle very well, despite the recommended age of 3-6 years. This tractor is very sturdy, and nearly impossible to tip over. My son has deserted all other riding toys in favor of this tractor. I highly recommend purchasing the yellow trailer that is specifically made for this tractor, but is sold separately .... My son loads all kinds of treasures into the trailer and farms the yard for long periods of time....",152
153,Fisher Price Nesting Action Vehicles,"We bought these for our son when he turned two. He had seen them at a playmate's home and LOVED them. I liked them b/c unlike some of the other cars for sale...there is some learning value and they are VERY durable. They have been thrown, rolled, stepped on, etc and still show no signs of wear. Highly recommend!",153
154,Fisher Price Nesting Action Vehicles,"My son loves stacking cups, so a friend recommended this toy to me.  My son loves it and he enjoys pushing them around the floor.  They nest nicely into each other, which makes it a great toy for the diaper bag.",154
155,Fisher Price Nesting Action Vehicles,"My son Cameron just loves these great little stacking cars!  He enjoys stacking them and slapping them down and each has great little things that they do such as his fire truck has a ladder that clicks up and down, police car has a spinning &quot;light&quot; bar, and so on.  I think it's great, brightly colored and has great little faces....I would give this as a gift in the future, not a wasted toy, Oh the little wheels roll, too!",155
156,Fisher Price Nesting Action Vehicles,"My one year old son received these as a birthday gift. He loves them. Not only are they stackable, which helps with hand-eye coordination, but each car has individual moveable features. Although these features are small, they got his attention. The bright colors are nice also. They are a great buy for the price!  I highly recommend them as first trucks for a small child.",156
157,Fisher Price Nesting Action Vehicles,I purchased this toy for my great grandson's first Christmas. He will be 6 months old. I can't wait to play with it with him. This is the first baby in our family for 18 years and all the family is waiting for the fun... I will be ordering a lot more soon. Thank you for the convenient shopping. AJ'S Gee-Gee (Great Grandmom),157
158,Fisher Price Nesting Action Vehicles,"I've owned this set for several years.  My 4 granddaughters love to play with the cars.  Stacking, nesting, playing with the few moving parts.  It is one of their favorite toys when they come over.  And it is definitely one of mine - Lots of play value that stores very well.  They have learned colors, and numbers with these also.",158
159,Fisher Price Nesting Action Vehicles,"These are a huge hit with my one year old son.  We received these cars as a gift when my son was first born.  He started taking a real interest in them when he was about seven months old and still plays with them every day.  They are simple, durable, do not require batteries, and are easy to clean.  We've traveled a lot with my son and these make terrific travel toys as they pack up easily and don't take up much space since they nest.  The smallest car rattles and is the perfect size for little hands.",159
160,Fisher Price Nesting Action Vehicles,"This is a great toy.  The wheels really work and each car has a special feature.  They store easily for packing on trips and putting away.  Both of my kids (boy and girl) have played with them.  They are brightly colored.  And best of all, these do not use batteries!",160
161,Fisher Price Nesting Action Vehicles,My 11 month old received these last Christmas and he instantly began running them along the floor and playing with them. He is now 22 months and I have taught him his colors using these and he STILL loves to play with them.  One got run over by an electric scooter and it didn't even break! All parents should get these for your baby.  This is the one toy that will NOT sit and collect dust!,161
162,Fisher Price Nesting Action Vehicles,My 14 month old son loves to stack and play with these little cars.  They are durable and easy to clean.  I throw them in  the diswasher and they hold up great.  They are well worth the money to me.,162
163,Fisher Price Nesting Action Vehicles,"Great toys, we always pack one or two in the diaper bag, our 7 month old loves to play with them and I don't worry at all about him chewing on these toys as there are only smooth surfaces",163
164,Fisher Price Nesting Action Vehicles,"My son has played with these from 6 months old, and still likes them occasionally (18 months now).  The small car is nice for babies to shake.  They don't do much, but they are cute.",164
165,Fisher Price Nesting Action Vehicles,After being inundated with toys that require batteries and make so much noise this was a breath of fresh air. My son loves these vehicles! We got this when he was 6 months old. We stack them on top and he loves to knock it over. We nest them and he loves to find the surprise vehicle underneath. Now that he is 8 months old he is figuring out that the wheels move as well as some of the other moving features on each vehicle. I highly recommend this toy.,165
166,Fisher Price Nesting Action Vehicles,"I bought these for my 1 1/2 year old, and he loves them (and so does his 5-year old brother). They both stack the cars, hide them and ""vrroomm"" them. It is great to find a toy that doesn't need batteries or require an engineering degree to put together!Highly recommended.",166
167,Fisher Price Nesting Action Vehicles,We bought these trucks for our 15 mo. old daughter and 4 mo. old son- We love them!  They are nesting which is fun for our daughter to look underneath the trucks to find the next one or they can stack one on top of the other to make a tower.  Perfect first trucks!  And they aren't too big- a perfect size!,167
168,Fisher Price Nesting Action Vehicles,My son got this stacking truck set as a baby gift.  He was able to play with the trucks at about 6 months and they are still played with today (my son will be 2 next month). The overall durability of this toy is great; they look as good as when we got them even after lots of play and being taken along on many trips. I have not seen this toy in any store - so get it here while you still can!  It has been a much used toy and I highly recommend it for your small child.,168
169,Fisher Price Nesting Action Vehicles,"I bought the cars because they were easy to store, plus they were cars.  What I have found is that I can actually use then in many places since there is more than one vehicle.  Mostly they are easy to pack for a trip.",169
170,Fisher Price Nesting Action Vehicles,"My daughter loves these vehicles. She likes to watch them disappear as you stack them inside each other. And she loves to stack them atop of each other. Then she plays with them as cars, and even makes the sounds they make. They are wonderful fun toys, and great to take with you on trips, they are compact!",170
171,Fisher Price Nesting Action Vehicles,My son loves this stacking toy. It is much more fun than the stackable rings toy even though he does have that one too. All the boys at our baby group have it and the babies who don't always come up to see what it is all about! You can't go wrong with this purchase.,171
172,Fisher Price Nesting Action Vehicles,"I got this toy for my daughter when she was very little.  She really hasn't been interested until recently.  Now she loves to put little people inside the cars and look at them through the top.  She lets objects play hide-and-seek under the cars but she really doesn't stack them or nest them very much.  I think they are worth the money because they were fairly cheap but she hasn't really used them for the intended purpose.  I don't think I would buy them again but I certainly wouldn't take them back if they were given to me. I think my daughter will use them in different ways with other toys, in the tub or pool or even outside as she grows.  They are extremely durable.",172
173,Fisher Price Nesting Action Vehicles,"Okay, well they don't really beep.  (But my 11-month old son loves when we roll these along and SAY &quot;beep beep!&quot;)  At this point, my son's favorite aspect of these cars is the little sunroof, siren and ladder on the tops.  He can sit there for ten minutes just flipping the sunroof back and forth!  Go figure!  These cars are super sturdy and have taken quite a beating on our coffee table.  (They're in much better shape than the coffee table at this point.)  I love that they nest together so they don't take up too much space when they're put away.  I also like that he can grow into them once he understands the nesting/stacking part better.  A great toy...gets played with each and every day!",173
174,Fisher Price Nesting Action Vehicles,"For well over a year my son has enjoyed stacking and playing with these cars. They have held up brilliantly to his abuse - they still look like new. Fun to stack, fun to roll. Clever toy that has been a winner with my son since he was one.",174
175,Fisher Price Nesting Action Vehicles,"We just bought this for my 9 month old daughter,she loves these cars, loves to turn the wheels and lookat the faces. She especially loves the little green car,it's the perfect size to fit in her tiny hand and it rattles.This toy is a hit! I highly recommend it.",175
176,Fisher Price Nesting Action Vehicles,My son got this for Christmas and he loves all the cars.  His favorite is the fire truck.  He plays with it for a while.,176
177,Fisher Price Nesting Action Vehicles,"This is a wonderful toy that is fun, educational, and affordable! The cars are different colors, and each has a different number, 1 - 4, to help a child learn counting and colors. They also stack on top of each other and nest inside of each other.(The nesting feature is great for storage too). Each car has a neat fun feature for little ones to explore (e.g., the small car is also a rattle, the large fire truck's ladder moves, etc.) The cars are also very sturdy (as has been proven by my son repeatedly banging them together,) and they are easy for little hands to grab onto. At 6 months of age, my son really enjoys looking at the toys, passing them from one hand to the other, banging them together, and, of course, putting them in his mouth. I imagine this toy will remain one of my son's favorites as he learns to stack them and roll them on the floor. I would highly recommend this item.",177
178,Fisher-Price Slumbertime Soother with Remote Control,"My mother-in-law bought 2 of these for our twin boys-- one for each crib-- and they have been a life saver in getting our boys to settle down at night and go to sleep. Now our boys do not sleep without it! Anytime we are going somewhere overnight, we take at least one with us. It is also the only toy that plays music by itself for more than 30 sec. It will play for about 10 minutes!! It's our standard gift for all of our parent friends.",178
179,Fisher-Price Slumbertime Soother with Remote Control,"My daughter had this in her crib until she was 2 and loved it.  When she got old enough she loved to turn it on and off by herself.  I used this every night for her to go to sleep by. I used the place that you store the remote control in for extra pacifiers, so if she lost one during the night she would know where to find one.  I never used the remote, but loved the idea another had about putting in the car for rear facing infants when they get fussy you could just turn it on with the remote.  It's not too bright and the volume is adjustable.  Someone had said it eat batteries quickly,but I found that they lasted a very LONG time and I used it EVERY night. I highly recommend this product!!",179
180,Fisher-Price Slumbertime Soother with Remote Control,I bought this product when my son was about 10 months old.  He was still having problems going to sleep at night and naptime.  The Slumbertime Soother is great.  I sing along with the songs.  My son turns it on himself and sometimes just plays with it.  The nature sounds relax him.  I really like the fact that it plays for ten minutes without stopping.,180
181,Sassy 836 - Fascination Station,"I bought this toy for an addition to my son's exerciser. However, it would not stick (to anything)!! I tried everything to make it stick. It was very frustrating.",181
182,Sassy 836 - Fascination Station,"i bought this beautie at k mart for 5 bucks. other that the suction cup not really working out well, my 3 month old loves it. hell, my husband and i also enjoy playing with it. it has a variey of colours and shapes that help stimulate the mind. you cant lose.",182
183,Sassy 836 - Fascination Station,"I bought this to use on the high chair, but within 2 days my son had the rattle part off the base. Needless to say it never went back on for more than 5 min. BUT he did enjoy it in the car and other places.",183
184,Sassy 836 - Fascination Station,"My son loved this toy.  He enjoyed playing with it in his highchair until he was 10 months old.  At that point he was strong enough to pull the toy from its' base.  He pulled it so hard, he smashed himself in the face with it.  After that upsetting experience, we didn't put it in the base anymore.  He did still play with it as a rattle, but it did not hold his attention as well.  I would like to see this toy redesigned so that it cannot be separated from its' base.",184
185,Sassy 836 - Fascination Station,"My son is nearly a year old and received this toy about 9 months ago.  We both love Sassy toys.  This one is bright and amusing.  Stick it on a car window, high chair tray, restaurant table, bathroom tile,...  We were disappointed in the life of the suction cup, but for all other reasons--color, amusement, education, and co-ordination--get one of these!",185
186,Sassy Smiley Face Rattle,"This toy is very cute, it has two handles for little hands to grasp, a mirror on one side and on the other the smiley face! the face has wiggly eyes and a nose to beep. but the nose can be frusterating for babies as my 18month old son still has a hard time beeping it! my all in all a cute,durable toy!!",186
187,Sassy Circle Rattle,My son (who is now 2+ yrs) loved this rattle as a baby.  He loved it so much that I have given it to all of my mommy- friends as a gift.  This is the best toy to have for a young baby.  You will get them to smile for those all-important-photos with this one!!,187
188,Sassy Circle Rattle,"Both of my sons love this toy. My two year old played with it when he was a baby, and it found its way to the bottom of his toy box at Granny's. We found it about a month ago and his 5 month old baby brother began to play with it. Suprise Suprise he loves it too! And his big brother tries to steal it away. This toy is durable, and fun. What more could mom ask for??",188
189,Sassy Circle Rattle,"What I don't love about this is that the clear part, where the baby can watch the beads move with motion, contains BPA.  However, my daughter found this rattle a comfort to her while teething and chewed only the big protruding ball, which as far as I know is free from both PVC and BPA.  I thought she would like the textures of the rings, but nope, it was all about the ball.Also appreciated the bright colors.  This is a good bang for your buck baby toy -- for a while there we always had it in the diaper bag when we left the house.Best at about 6-12 months.  Can't see it getting a lot of use before 3 months and just not interesting to a toddler, even a toddler who is still teething.",189
190,Sassy Who Loves Baby? Photo Album Book with teether handle,"I was concerned about the chemical content of this ""plastic"" book since a baby will undoubtedly stick it in his mouth. I emailed Sassy and got a reply saying that this was BPA, PVC and Phtalates free. I can breathe a sigh of relief when I hand this to our baby...soon!",190
191,Sassy Who Loves Baby? Photo Album Book with teether handle,"We bought this for our 5 month old and put pictures of relatives that live far away inside the pages.  The book is very sturdy, &quot;chewable&quot; and has a lot of great colors/designs to look at.  Now at 8 months, this book is still one her favorites!  Plus she sees her grandma's and grandpa's, etc, faces every day.  We love it.",191
192,Sassy Who Loves Baby? Photo Album Book with teether handle,I bought this for a new granddaughter.  I will not get to see her often as she lives in another state.  This book is great for out pictures and she can carry it around and look at the pictures as she would a book.  This way she can recognize us when we show up.  It is easy to carry and cleaning it is simple.  It is a great little photo book.,192
193,Sassy Who Loves Baby? Photo Album Book with teether handle,"I originally bought this for my 4 month old son, but my 17 month old daughter has taken it over.  We filled it with pictures of mom and dad, 2 sets of grandparents, and all the cousins with their families (there are only 6 slots for pics, but we took pictures of entire families - so we have 20 people in all).  She loves pointing to the pictures and identifying various people.  The pages are made out of thin plastic material and filled with foam, so are pretty soft, but still durable. The slots are sized for 3x5 inch pictures.  My 4 month old hasn't gotten much out of it yet, but I'm sure he'll love it just as much in months to come.",193
194,Sassy Who Loves Baby? Photo Album Book with teether handle,This is a nice photo book for babies as it has clear plastic sleeves to protect the pictures you place inside.,194
195,Sassy Who Loves Baby? Photo Album Book with teether handle,"Based on articles on the dangers of PVC plastic books, this book was tested and found to contain chemicals that are highly toxic for babies and toddlers. This materials have already been banned from children's toys in Europe.In order to read the many articles online that specifically name this book as having been found to contain chemicals that are dangerously toxic for children, google ""toxic bath books"" or the title of the book with the word ""toxic.""This book's concept is wonderful, but those who love children should share photos in another kind of album or book.",195
196,Earlyears: Earl E. Bird with Teething Rings,"We received an Earl E. Bird as a gift when we had our first baby eleven years ago. Since then, Earl has seen us through teething for three kids, and is still in good condition for our fourth baby!  He's a little faded around the edges, but just as loveable and soft, with difference textures for a chewy, drooly baby to gnaw on.I like that he's fully washable, and a nice quiet toy (at least in ours, the squeaker was very quiet to begin with and has since kind of stopped squeaking--but the squeaker was never the big attraction with Earl).  Perfect for taking on planes, or in church, or in the car. A great baby shower gift, since Earl is perfect for a boy or a girl.",196
197,Earlyears: Earl E. Bird with Teething Rings,"This little toy is safe for infants, and offers great color, texture and even sound.  Very Sweet, though a little pricey.",197
198,"My Quiet Book, Fabric Activity Book for Children","a wonderful learning tool and made very well so little hands cant rip it apart., my grandson loved the different colors and fabric,",198
199,"My Quiet Book, Fabric Activity Book for Children",This was given as a gift for my great grandson and they seemed very satisfied with it.  I haven't talked to them to see how he responded to it.,199
200,"My Quiet Book, Fabric Activity Book for Children",This is exactly like the one I had when I was a kid. My son really enjoys it and it keeps him entertained.,200
201,"My Quiet Book, Fabric Activity Book for Children","I had a book similar to this as a child and it brings back wonderful memories! My 20 month old struggles with several of the items, such as the shoe laces and snaps. But he loves the zipper and the Velcro shapes and the other pages give him a great way to learn and practice. Overall it's an item that he can grow into and it's super cute!",201
202,"My Quiet Book, Fabric Activity Book for Children","My daughter enjoys taking it apart more than putting it back together, but a great product.  It has kept her occupied while flying.",202
203,"My Quiet Book, Fabric Activity Book for Children","Got this for a plane ride 3 months ago. The snaps are hard to snap and he gets frustrated. Most pieces are attached to the book which is nice, he can't lose them. He flips thru it but that is about it. Maybe when we travel again he will find it more interesting. We keep it for trips only so it will be ""new"" each time. He has seen it up on the shelf and asks for it but when we give it to him he is done flipping thru in a few minutes and it is left on the floor for other books.",203
204,"My Quiet Book, Fabric Activity Book for Children",I bought this for my grandbaby for Christmas. She loves it and my daughter kept saying it was such a neat toy.,204
205,"My Quiet Book, Fabric Activity Book for Children",My 8 month toddler enjoys this book. Very good idea with mind-stimulating activities on each page. Well worth it for the price.,205
206,"My Quiet Book, Fabric Activity Book for Children","Well made and quite a few different textures.Toddler loved this book and Mom approved, too.Everyone was happy with this selection.",206
207,"My Quiet Book, Fabric Activity Book for Children","Just what I wanted, but did't have the time to sew myself! Love it! My granddaughter  just loves playing with this wonderful book.",207
208,"My Quiet Book, Fabric Activity Book for Children","I really like this book. You can show your baby shapes, teach her how to use buttons, zipper and snaps, tie a shoe and tell time. My baby is too young for most of these activities at this time, but she already loves to play with this book. I see a lot of quality time spent with this book in the future.",208
209,"My Quiet Book, Fabric Activity Book for Children","My 2 yr+ old grand daughter liked this book a lot.  She did have a hard time with some the buttons or snaps.  They were sewn pretty tight to the backing and was kind of hard to get her fingers under to be able to button or snap.  Overall, she did enjoy each activity.",209
210,Lullaby and Goodnight by Pockets of Learning,"I ordered this book for the up-coming birthday of a grandson. It really is cute and an excellent quality. It comes with a small stuffed bear that you can remove from the book. Each page of the book has a different night-time activity for the bear to do such as have a glass of milk, brush his teeth etc. I'm not exactly sure what I was expecting because even though it is a quality toy I'm not sure that Liam will use it enough to make it worth the price I paid.  The Pockets of Learning toys all seem to be very high quality if somewhat pricy.",210
